x	y
168	189
174	190
180	191
186	192
192	191
198	190
203	189
208	187
213	184
217	181
221	177
224	173
227	168
229	163
230	158
231	152
232	146
231	140
230	134
229	128
227	121
224	115
221	109
217	103
213	97
208	92
203	87
198	82
192	78
186	74
180	71
174	68
168	66
161	65
155	64
149	64
143	64
137	65
132	66
127	68
122	71
118	74
114	78
111	82
108	87
106	92
105	97
104	103
104	109
104	115
105	121
106	128
108	134
111	140
114	146
118	152
122	158
127	163
132	168
137	173
143	177
149	181
155	184
161	187
