x	y
168	184
174	187
180	189
186	190
192	191
198	192
203	191
208	190
213	189
217	187
221	184
224	181
227	177
229	173
230	168
231	163
232	158
231	152
230	146
229	140
227	134
224	128
221	121
217	115
213	109
208	103
203	97
198	92
192	87
186	82
180	78
174	74
168	71
161	68
155	66
149	65
143	64
137	64
132	64
127	65
122	66
118	68
114	71
111	74
108	78
106	82
105	87
104	92
104	97
104	103
105	109
106	115
108	121
111	128
114	134
118	140
122	146
127	152
132	158
137	163
143	168
149	173
155	177
161	181
