x	y
168	173
174	177
180	181
186	184
192	187
198	189
203	190
208	191
213	192
217	191
221	190
224	189
227	187
229	184
230	181
231	177
232	173
231	168
230	163
229	158
227	152
224	146
221	140
217	134
213	128
208	121
203	115
198	109
192	103
186	97
180	92
174	87
168	82
161	78
155	74
149	71
143	68
137	66
132	65
127	64
122	64
118	64
114	65
111	66
108	68
106	71
105	74
104	78
104	82
104	87
105	92
106	97
108	103
111	109
114	115
118	121
122	128
127	134
132	140
137	146
143	152
149	158
155	163
161	168
