x	y
168	163
174	168
180	173
186	177
192	181
198	184
203	187
208	189
213	190
217	191
221	192
224	191
227	190
229	189
230	187
231	184
232	181
231	177
230	173
229	168
227	163
224	158
221	152
217	146
213	140
208	134
203	128
198	121
192	115
186	109
180	103
174	97
168	92
161	87
155	82
149	78
143	74
137	71
132	68
127	66
122	65
118	64
114	64
111	64
108	65
106	66
105	68
104	71
104	74
104	78
105	82
106	87
108	92
111	97
114	103
118	109
122	115
127	121
132	128
137	134
143	140
149	146
155	152
161	158
