x	y
168	189
174	187
180	184
186	181
192	177
198	173
203	168
208	163
213	158
217	152
221	146
224	140
227	134
229	128
230	121
231	115
232	109
231	103
230	97
229	92
227	87
224	82
221	78
217	74
213	71
208	68
203	66
198	65
192	64
186	64
180	64
174	65
168	66
161	68
155	71
149	74
143	78
137	82
132	87
127	92
122	97
118	103
114	109
111	115
108	121
106	128
105	134
104	140
104	146
104	152
105	158
106	163
108	168
111	173
114	177
118	181
122	184
127	187
132	189
137	190
143	191
149	192
155	191
161	190
