x	y
168	187
174	189
180	190
186	191
192	192
198	191
203	190
208	189
213	187
217	184
221	181
224	177
227	173
229	168
230	163
231	158
232	152
231	146
230	140
229	134
227	128
224	121
221	115
217	109
213	103
208	97
203	92
198	87
192	82
186	78
180	74
174	71
168	68
161	66
155	65
149	64
143	64
137	64
132	65
127	66
122	68
118	71
114	74
111	78
108	82
106	87
105	92
104	97
104	103
104	109
105	115
106	121
108	128
111	134
114	140
118	146
122	152
127	158
132	163
137	168
143	173
149	177
155	181
161	184
